Nabalita na ang mga nadadakip na guerrilla ay kapagdakang pinupugutan ng ulo gamit ang matalas na samurai,-1
Maging ang mga babae at bata ay tinuturukan ng bayoneta kapag nahihiligan,-1
Mabigat sa kalooban ni Justina na yumuko sa mga kagustuhan ng isang manlulupig; nguni’t wala siyang magagawa kundi ang makipagtulungan at nang hindi mapahamak ang kanyang mga kababayan,-1
Naging malimit ang pagkikita ng tenyente at ng dilag ng Bani,-1
Nagtataksil ba si Justina sa kanyang mga kababayan,-1
Marapat ba na makipagkaibigan sa kaaway,-1
Papatayin ko ang sakang na iyon,-1
galit na nasambit ni Celso,-1
Ang bayan na ito ay napakaliit upang kapuwa kami manatili dito,-1
Masikip sa dalawa ang Bani,-1
Nakaumang na ang mga riple ng mga sundalo sa ulo ni Celso,-1
Sa utos ng tenyente ay pipisilin ng mga sundalo ang gatilyo at tiyak na magiging mistulang bangkay si Celso na sabog ang bungo,-1
Nasukol si Celso na nag-iisa,-1
Ibig humiyaw sa magkahalong kahihiyan at sindak si Justina o di kaya ay umiyak at magmakaawa sa kaibigang tenyente nguni’t minabuti niya na sarilinin ang pagkagulat at masidhing pagkatakot,-1
Tulala siya nguni’t tahimik na lumakad papalayo mula sa pook na kamamatayan ng kanyang kasintahan,-1
Di ko magagawang patawarin kayo sa pangalawang pagkakataon,-1
Lumubog sa bomba ang kanilang mga bapor at umahon sila sa pampang na tila mga ligaw na baka,-1
Sa pagmumukha nila ay makikita ang pamumutla pagkagutom kawalan ng pag-asa at nalalapit na kamatayan,-1
Wala na silang armas at gula-gulanit ang mga damit,-1
Ang mga paa nila ay sugat-sugatan sa paglalakad na walang sapatos o kung may suot man ay sandalyas na basahan o dayami lamang,-1
At ang mga taga-Bani ay naawa sa kanila hindi na sila tinuring na kaaway nawala ang damdamin ng paghihiganti at hindi na sila ginalaw,-1
Ang mga sundalong-Amerikano ay inihahatid sila sa bakuran ng elementarya na hinirang na pansamantalang kulungan,-1
Kawangis ng mga sundalong-Hapon ay mga ligaw na baka na sunud-sunuran lamang sa mga sigaw at utos ng mga bantay,-1
Ang dati-rati’y makikisig at maliliksing kawal ng Hapon noong oras na iyon ay larawan ng pagod gutom at kabiguan,-1
Mula sa bundok ay bumaba sila sa kapatagan nang mapag-alamang nasupil na ng mga Amerikano ang mga sundalong-Hapon,-1
Walang nagawa ang pagtatanggol sa bansa na isinagawa nina Gen Douglas MacArthur at ng kanyang mga kawal-Amerikano,-1
Noong Marso ng taong 1942 napilitan si Gen MacArthur na isuko ang Corregidor,-1
Madungis ang ayos ni Tenyente Mijara kahi’t na buo pa rin ang kanyang sombrero at uniporme,-1
Mababakas sa kanyang mukha ang kalungkutan at pagod; datapuwa’t tuwid na tuwid pa rin ang kanyang tindig at lakad,-1
Naaalaala niya ang kanyang mga magulang at kapatid na naiwan niya sa Hapon,-1
Ang ialay ang kanyang kabataan maging ang kanyang buhay; ang mapawalay sa mga minamahal sa buhay sa mga kaibigan upang tuparin ang mithiin ng isang Emperador,-1
Nakadarama siya ng kalungkutan na ang nasabing dalagang-Hapon ay naiwan niya sa tinubuang lupa,-1
Justina isa ka na lamang pangarap ngayon,-1
Ibig niyang kawayan ang kaibigan at isigaw ang kanyang pangalan nguni’t di niya ito nagawa,-1
Nagkasakit ng malaria si Celso at iyon ang kanyang ikinamatay,-1
Mula Hulyo hanggang Oktubre 1948 sa Magasing Sunday Times at sumunod sa This Week kinasundo niya si Victorio Edades sa isang pagtatalo sa pagsusulat sa klasikal at makabagong aestetika tumutuligsa sa 'pagpalipit' at muling pagsasandata ng halaga ng sining na naayon sa nakapamihasnan,-1
Sabi niya ay hindi niya matatanggap ang trabaho,-1
Ang dahilan kung kaya’t hindi ko matatanggap ang inyong pakiusap ay hindi ko kayang gawin ang pinagagawa ninyo,-1
tutol ng tao,-1
Totoong makagagawa ako ng rebulto at ipagpapalagay natin na ang nagawa ko ay rebulto ni Hesu Kristo nguni’t iya’y pagsisinungaling dugtong ni Amang,-1
Hindi ko kayo maintindihan sabi ng tao,-1
Pambihira,-1
Kahihiwalay pa lamang niya sa kanyang asawang amerikana,-1
Nagsama sila nang isang taon; hindi sila nagkasundo sa maraming bagay sa dahilang hindi magkatugma ang kanilang mga ugali at hilig,-1
Nguni’t ang mga tao doon ay subsob sa trabaho,-1
Bihira ang makapag-aanyaya ka ng kaibigan upang kayo ay mag-good time; sapagka’t ang lahat ay abala sa trabaho,-1
Ang inaasahang makita ni Romano ay isang may katandaan nang babae maliit mataba at may mga kapintasan,-1
Namatay nang maaga ang aking asawa,-1
Nagsilbi ako sa asawa ko na walang sahod at sa huli ay namatay siya na wala man lamang naiwang insurance o mana na maaari kong ikabuhay,-1
Ako ay mahirap pa sa daga ngayon at ang aking mga magulang at mga kapatid na nasa probinsya ay walang kakayahan na ako ay matulungan,-1
Naaninag niya sa salamin ang hubad na katawan ni Sarah na noong minuto na iyon ay walang patumanggang nagpapasarap sa ginhawang dulot ng maligamgam na tubig at walang kamalay-malay na may matang nakakikita sa kanyang nakatutuksong alindog,-1
Baka siya ay magnanakaw,-1
Kukunin ang aking confianza pagkatapos ay pagnanakawan ako,-1
Gigilitin ang leeg ko habang ako'y natutulog pasubali ni Romano,-1
Kasalukuyang siya ay nag-iisa sa dahilang kahihiwalay pa lamang sa asawa,-1
Tony ang pasiya ko ay hindi,-1
Hindi ko tatanggapin sa trabaho si Sarah,-1
Unbelievable,-1
Pambihira ka Romano,-1
Palalagpasin mo ang isang napakagandang pagkakataon,-1
Hindi mo naiintidan Tony,-1
Gago ka pare,-1
Sorry pero talagang gago ka kaibigan,-1
At sa huli ay iniwan ka,-1
Ang masakit ay patuloy ang pagbabayad mo ng alimony sa asawa mo,-1
Wala na siya nguni’t pinagkakagastusan mo pa rin,-1
Hindi ba kagaguhan ang pasiya mo Romano,-1
Ang lalaki ay kahihiwalay pa lamang sa asawa,-1
Ang babae ay nangangailangan ng trabaho,-1
Ang kalipunan ng mga taong naglipana sa Azcarraga Avenida Rizal at Escolta ay mga mamimiling walang puhunan (karamihan) at mga tagapagbili ng mga bagay na wala sa kanila at lalong hindi kanilang pag - aari,-1
Baka hindi Mapapahiya tayo ang paniniyak ng isa naman,-1
Ang maghapon ay natatapos sa nakapaghihinayang na pakinabang; nauubos upang umasa sa isang kinabukasang marahil ay lalong mapalad at manigo,-1
Humahangos ang pinagbigyan ng singsing,-1
Ang taong humahangos at nagmamadali at tila nakikipag -agawan ng oras ay si Maciong,-1
Kabilang si Maciong sa mga bumibili nang walang puhunan kundi laway at nakapagbili nang wala kundi sa listahan,-1
Isa siya sa mga ahente sa pamilihang- kalye na lalong malaki ang pakinabang sa kanyang listahan kaysa sa tunay na tinatanggap ng kanyang bulsang palaging puno ng bigong paghihintay,-1
Muli siyang susumbatan ni Luisita,-1
Hindi napigil ng mga nasa paligid na nakikinig ang pagtatawanan na naging snhi g pamumutla ng konduktor,-1
Hindi ka ba marunong bumasa,-1
Naghagikgikan ng tawa ang mga nasa paligd nila na nakikimatyag sa kanilang pagmamainitan,-1
Buong pagngingitngit na tinitigan ng konduktor ang gusot na buhok ni Maciong,-1
Sinukat ang laki ng bisig nito; hinagod ng malas ang taas at nang ang kanyang mapanuring paningin ay dumako sa kupi-kuping tainga ni Maciong na tila kulubot na sitsarong - Bocaue ay nagkunwang tinungo ang pintuan ng trambya upang makaibis at makasampa ang maraming sakay,-1
Nawala na sa loob ko,-1
Akala ko'y wala kang makukuha sayang nakabili na Bayaan mo at sa ibang araw,-1
Hindi makaigpaw sa itaas ang ga may mahihinang mga tuhod lalong mahihinang bisig sa pagdaraingkilan,-1
Ang mga babae ay naging mapagbigay sa paggitgitang yaon; hindi nila napansin ang pagkaipit ng kanilang katawan sa matitipunong bisig; halos mayupi ang kanilang mga likod-ang dibdib,-1
Hindi mo na ako nabigyan ng balato,-1
Nalalaman niyang siya ay nililibak o binibiro ni Luisita,-1
Maciong tigilan mo na ang lintik na buy and sell na iyan,-1
Nasaan ang iyong lion's share at itong chicken feed ko ang siyang inaalmusal mo,-1
Panay na ang kita ko sa labada ang iyong nginangangahan para kang luklak na ibong nag-aantay ng ngungo ng ina,-1
Sa abilidad mong iyan diyan ka magugutom,-1
Naku magtigil ka na Makita ko,-1
Hindi namin makakain ang lintik na listahang iyan,-1
Magsisilaking tanga at walang muwang ang iyong mga anak,-1
Kabilang na naman si Maciong sa hukbo ng mga nagbibili at bumibili ng hindi kanila at wala pa sa kanila,-1
Madalas kang mag-alok ng wala,-1
Ikaw naman patay-patay ka,-1
Inialok ko sa iyo ang arina pinabayaan mo,-1
Mabagal ka naman eh,-1
Wala na kayong pakialam sa higit doon,-1
Wala ka ring pakialam sa labis doon,-1
Nabulabog ang mga daga,-1
Habang minamasdan ang agiw na naglawit sa may tagulamig silong na siyang nagpapangit sa silid na yaon ay hindi maubos - maisip ni Maciong kung bakit doon niya natagpuan ang kapalarang ipinagkait sa kanya ng makukulay na sikat ng araw,-1
Ang alimbukay ng aso ng alkohol sa lansangan ay nakahihilo Tigb ang mga karitela Punuan ang mga trambya,-1
Humahangos ang mga tao sa lahat ng lansangan ng Maynila,-1
Pagkatapos ay nag-utos ang hari sa kanyang mga katulong Itali ang kanyang kamay at paa at buhatin ninyo siya at itapon sa kadiliman sa labas magkakaroon ng pagtangis at panginginig ng bunganga,-1
Sapagka’t marami ang tinatawag; nguni’t kakaunti ang pinipili,-1
Kapuwa malilikot madadaldal at matitigas ang ulo,-1
Ang panganay ay nagiging sunod sa luho sa dahilang sa simula ay siya ang kaisa-isang anak,-1
At nagkakaganoon din ang bunso sapagka’t siya ang huli at ang pinakamusmos,-1
Magkukulong siya sa kumbento at di na siya makikita pang muli,-1
Ang mongha ay madre na tila bilanggo – nasa loob lamang ng kumbento hindi lumalabas hindi nagpapakita sa tao hanggang sa kanyang huling sandali sa mundong ibabaw,-1
Paminsan-minsan ay nakatatagpo ang mga mongha ng sanggol na iniiwan ng ina sa maliit na bintana sa harapan ng kumbento,-1
Habang nalalagas ang tangkay ng panahon sa puno ng buhay ay nababawasan din ang lakas ni Aling Josefa,-1
Naging hukot na siya maputi ang buhok at mabagal nang maglakad,-1
Malimit ay napapaluha siya sapagka’t hindi niya mayakap makausap man lamang ang ina,-1
Dinaramdam ko inang na sinaktan ko ang iyong damdamin,-1
Hindi ko maunawaan anak,-1
Inang lumabo ang aking paningin,-1
Ako po’y may glaucoma na mahirap nang magamot,-1
Ibigin ko man ay hindi ako maaaring manatili sa kumbento,-1
Hindi po maaari na ang bulag ay manatili sa kumbento,-1
Peligroso ang trabaho ng isang engineer sa Meralco,-1
Kapag nagkakaroon ng sakuna katulad ng lindol o baha natutumba ang mga poste at tore napapatid ang mga kawad at sumasayad sa lupa,-1
Marami sa mga engineers ang napapahamak dahilan sa aksidente sa panahong normal at lalo na sa panahong may emergency,-1
Ang malimit na sanhi ng aksidente ay ang di sinasadya o di inaasahang paghawak o pagdikit ng kanilang kamay o katawan sa buhay na kawad,-1
Kapag alin man dito ay dumikit sa balat ng tao sa ilang segundo lamang siya ay tiyak na magugulantang manginginig mapapaso uusok o mag-aapoy titigil ang puso at mamamatay,-1
Sa sampung taong pagsasama ni Enteng at ni Melissa hindi sila sinuwerte na magkaroon ng anak,-1
Nang siya ay labing-apat na taong gulang pa lamang namatay ang kanyang ina,-1
Sa labis na kalungkutan ay inibig na niya na magpakamatay,-1
Bumalik sa bahay si Enteng na buhay pa nguni’t bigong-bigo dahil hindi nangyari ang kanyang minimithing pagpapakamatay,-1
Samantala ang asawa ni Enteng na si Melissa ay nababalisa sa di pangkarinawang katangian ng kanyang asawa,-1
Tumatayo ang kanyang balahibo sa tuwing nagsisiping sila sapagka’t siya ay nag-aalala na baka ang asawa ay isang halimaw o taong nasasapian ng demonyo,-1
Bukod sa alalahaning ito ay napapansin ni Melissa na si Enteng ay nanlalamig o hindi maisulong ang pagkalalaki sa ilang pagkakataon na sila ay nagsisiping,-1
Taong bakal taong matigas taong di nasusunog ng kuryente nguni’t bakit nanlalambot ang kanyang pagkalalaki pagkaminsan,-1
Hindi maunawaan ni Melissa ang nangyayaring pala-isipan,-1
Naramdaman ni Melissa na nagkakaroon ng agwat ang relasyon niya kay Enteng,-1
Nalulungkot siya at natatakot na baka isang araw ay mawawala ang pag-ibig sa asawa,-1
Nagdusa nang mahabang panahon si Enteng sa pangungulila sa kanyang ina na maagang namatay,-1
Nagkaroon siya ng malungkot na karanasan sa pakikitungo sa pangalawang ina,-1
Pinalayas siya ng pangalawang ina sa bahay ng ama at napilitan tuloy na makitira sa isang nakatatandang pinsan,-1
Ang hindi niya maunawaan ay kung bakit pinabayaan ng ama na maging malupit ang pangalawang ina at kung bakit hindi siya tinulungan ng ama nang siya ay bata pa at nangangailangan ng kalinga ng magulang,-1
Hindi nga ba’t nagpakamatay na si Enteng nang sumakabilang-buhay ang ina,-1
Malamang na madudurog ang puso ni Enteng kapag nawala sa buhay niya si Melissa,-1
Isang gabing maalinsangan ay hindi makatulog si Enteng,-1
Nang makapasok sa pintuan ng bahay si Melissa ay naaninag niya sa kadiliman ng sala na may isang bagay na nakahambalang sa sahig,-1
Binuksan niya ang ilaw at tumambad sa kanyang mga mata ang kanyang asawa na si Enteng na nakatumba padapa sa sahig at di gumagalaw,-1
Nakita niyang bumubula ang bibig ni Enteng,-1
Walang naramdamang pintig ng puso si Melissa,-1
Tila si Enteng ay patay na,-1
Nang dumating ang tulong isa sa mga kapitbahay na dumating ay isang doktor napagtiyak ni Melissa batay sa pagsusuri ng doktor na si Enteng ay nagkaroon ng matinding atake sa puso at iyon ang ikinamatay niya nang biglaan,-1
Na-atake si Enteng nang makita niya na ang kanyang asawa ay nakikipagyakapan sa isang lalaki,-1
Inisip niya na si Melissa ay nagdaraya sa kanya,-1
Sa mata ni Enteng ang kanyang nakitang tagpo ay nakagugulat nakagagalit at nakamamatay na pangitain,-1
Hindi na niya malalaman pa ang katotohanan sapagka’t siya’y sumakabilang-buhay na,-1
Si Enteng Kuryente ay sumakabilang-buhay sanhi ng kirot na dulot ng matinding pagseselos,-1
Nguni’t siya pala ay babagsak sa mumunting kamandag ng pagseselos,-1
Dadalo si Darlene at isasama ang anak na ang buhay ay may taning na dahilan sa pinsala ng kanser sa kanyang katawan,-1
Naging bantog ang 2012 bilang ang taon na kung kailan magugunaw daw ang mundo,-1
May isang televangelist si Rev Harold Camping na humula na Mayo 21 2012 ang magiging katapusan ng mundo,-1
Dumating at lumipas ang Mayo 21 2012 at di naganap ang kanyang hula,-1
May planeta na di nakikita na magiging napakalapit sa mundo at lilikha ito ng sari-saring matitinding kalamidad,-1
Ang masasama ang nagpapayaman magpumilit man ay hindi kukunin,-1
Malaki ang problema ni Grace sapagka’t ang kanyang asawa ay hindi naniniwala sa Diyos at sa ano mang relihiyon,-1
Sinubukan na niya sa maraming nakalipas na pagkakataon na isama ang asawa sa simbahan at nang marinig niya ang salita ng Diyos nguni’t tila walang pag-asa ang pagsusumikap na ito,-1
Naniniwala siya na mahirap gunawin ang mundo,-1
Sumikip ang mga kalye at ang mga highway,-1
Nagka-traffic sa maraming lansangan,-1
Hiyaw nang hiyaw si Grace: Carl Carl ayaw kitang iwan,-1
Samantala ang mga naiwan sa lupa at napagmasdan ang paglisan ng mga lumulutang na football stadia na punung-puno ng mga tao ay nabalot ang mga damdamin ng pagtataka at pagkatakot,-1
Sinasabing nang minsang tangkain ng mga kaaway ni Raha Lakandula na masakop ang kaharian nito ang bayaning raha ay nakipagsukatan ng lakas at nakipagpingkian ng kampilan hindi lamang sa nasabing mga kaaway kundi pati na sa mga buwayang sadyang pinawalan ng mga buhong,-1
Kaya't nang magwakas ang labanan ang dugo ng tao't dugo ng buwaya'y nagpapula sa Ilog-Pasig hanggang sa kinabukasan ng araw ng paghahamok,-1
Sa mga mata ni Rosa Malaya ang ginagawing ito ng kanyang ama't ng mga kabig nito'y isang kabalbalan,-1
Ayaw na ayaw siya ng digmaan ng paghahamok ng pagpipingkian ng kampilan at ng pag-uutasan ng buhay,-1
At para sa kanya ang ganitong mga pandirigma ay lipas na sa panahon sapagka't pati ang pagpapaunlad sa kabuhayan at ang pagdami ng mga mamamayan ay napipinsala,-1
Gayon din naman hindi maharap ang pagsasaka't pag-aalaga ng hayop hindi rin naman magawa ang mga pagpipista't pagpaparangal sa mga natatanging mamamayan ng kaharian,-1
Nadakip siya samantalang nanunubok at nagmamasid sa Prinsesa Rosa Malaya,-1
At noon niya nabatid na para siyang natukso't nagayuma pa ng kagandahang iyon upang matagpuan sa wakas ang malungkot niyang kapalaran,-1
Kung gayo'y dapat kang patamaan ng sampung palaso sa dibdib sa pasigan ng ilog at pagkatapos ay dapat kang maging pagkain ng aming mga alagang pating sa baklad sa look,-1
Ang aking hatol ani Soliman sa marahas na tinig ay ilapat na agad ang parusa,-1
Lahat ay nanggilalas,-1
Kinabukasan ay nakatakda na ang kamatayan ni Taga-Ilog,-1
Handa na ang mga piniling kawal ni Soliman upang mag-iwan ng sampung palaso sa puso ng pangahas na mandirigma,-1
Handa na rin ang lahat upang pagkatapos ay ihandog na pagkain ang kanyang bangkay sa mga alagang pating,-1
